Id,YearBuilt,YearRemodAdd,YrSold,Time_Grg,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SalePrice,LotShape,LandSlope,HouseStyle,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,CentralAir,Functional,PavedDrive,SaleType,SaleCondition,Alley,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,MiscFeature,MasVnrType,Electrical,MSSubClass
915,2009,2009,2009,0,30.0,3000,76.0,294,0,318,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,6,173733,Reg,Gtl,2Story,6,5,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,Pave,GLQ,Unf,Detchd,RFn,NA,Stone,SBrkr,160
916,1970,1970,2007,37,21.0,2001,80.0,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,0,0,0,0,0,0,0,1,75000,Reg,Gtl,2Story,4,5,TA,TA,TA,TA,No,Fa,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,BrkFace,SBrkr,160
917,1949,1950,2006,48,50.0,9000,0.0,50,0,430,480,480,0,0,480,1,0,0,0,1,1,4,0,1,308,0,0,0,0,0,0,0,10,35311,Reg,Gtl,1Story,2,3,TA,TA,TA,TA,Av,TA,TA,NA,TA,TA,NA,NA,C (all),Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,Gable,CompShg,AsbShng,AsbShng,CBlock,GasA,N,Typ,Y,WD,Abnorml,NA,BLQ,Unf,Detchd,Unf,NA,None,FuseA,20
918,1956,1956,2009,53,72.0,17140,0.0,1059,0,75,1134,1229,0,0,1229,0,0,1,0,3,1,6,0,1,284,0,0,0,0,0,0,0,4,135000,Reg,Gtl,1Story,4,6,TA,TA,TA,TA,No,Ex,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,RFn,NA,None,FuseA,20
919,1991,1991,2007,16,103.0,13125,0.0,48,634,422,1104,912,1215,0,2127,1,0,2,1,4,1,8,1,3,833,72,192,224,0,0,0,0,11,238000,IR1,Gtl,2Story,7,5,Gd,TA,Ex,TA,Mn,Ex,Gd,TA,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Corner,SawyerW,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,GLQ,Attchd,RFn,NA,None,SBrkr,60
920,1958,2002,2008,18,87.0,11029,0.0,528,411,245,1184,1414,0,0,1414,1,0,1,0,3,1,6,1,2,601,0,51,0,0,190,0,0,5,176500,IR1,Gtl,1Story,6,8,Ex,TA,Gd,TA,No,Ex,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Min1,Y,WD,Normal,NA,ALQ,BLQ,Attchd,Unf,NA,None,SBrkr,20
921,1994,1994,2007,13,70.0,8462,105.0,814,0,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,2,471,300,87,0,0,0,0,0,7,201000,IR1,Gtl,2Story,6,5,Gd,Gd,Gd,Gd,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
922,1900,2003,2008,0,67.0,8777,0.0,1084,0,188,1272,1272,928,0,2200,2,0,2,2,4,2,9,0,0,0,0,70,0,0,0,0,0,9,145900,Reg,Gtl,1.5Fin,5,7,TA,TA,TA,TA,No,Gd,TA,NA,NA,NA,NA,GdPrv,RL,Pave,Lvl,AllPub,Inside,Edwards,Feedr,Norm,Duplex,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,N,WD,Normal,NA,ALQ,Unf,NA,NA,NA,None,SBrkr,90
923,2005,2006,2006,1,65.0,10237,0.0,28,0,1288,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2,397,100,0,0,23,0,0,0,10,169990,Reg,Gtl,1Story,6,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,20
924,1993,1994,2008,15,50.0,8012,0.0,165,841,598,1604,1617,0,0,1617,1,0,2,0,2,1,5,1,2,533,0,69,0,0,0,0,0,7,193000,Reg,Gtl,1Story,6,5,Gd,TA,Gd,TA,No,Ex,Gd,Fa,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Plywood,PConc,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,GLQ,Attchd,RFn,NA,None,SBrkr,120
925,1980,1980,2006,26,79.0,10240,157.0,625,1061,0,1686,1686,0,0,1686,1,0,2,0,3,1,7,1,2,612,384,131,0,0,0,0,0,5,207500,Reg,Gtl,1Story,6,6,TA,Gd,Gd,TA,No,TA,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,LwQ,Attchd,Unf,NA,BrkFace,SBrkr,20
926,1977,1977,2008,31,88.2,15611,0.0,767,93,266,1126,1126,0,0,1126,0,1,2,0,3,1,6,0,2,540,180,0,0,0,0,0,0,3,175000,IR1,Gtl,1Story,5,6,TA,TA,Gd,TA,Av,TA,Ex,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Abnorml,NA,ALQ,LwQ,Attchd,RFn,NA,None,SBrkr,20
927,2003,2004,2007,4,93.0,11999,340.0,0,0,1181,1181,1234,1140,0,2374,0,0,2,1,4,1,10,1,3,656,104,100,0,0,0,0,0,5,285000,Reg,Gtl,2Story,8,5,Gd,TA,Gd,TA,No,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,Fin,NA,BrkFace,SBrkr,60
928,1968,1968,2008,40,78.6,9900,342.0,552,0,280,832,1098,880,0,1978,0,0,2,1,4,1,9,1,2,486,0,43,0,0,0,0,0,4,176000,Reg,Gtl,2Story,7,5,TA,TA,TA,TA,No,Gd,TA,Gd,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
929,2001,2001,2009,8,87.2,11838,0.0,0,0,1753,1753,1788,0,0,1788,0,0,2,0,3,1,7,1,2,522,202,151,0,0,0,0,0,6,236500,Reg,Gtl,1Story,8,5,Gd,TA,Gd,TA,Av,Ex,Ex,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,None,SBrkr,20
930,1997,1997,2006,9,80.0,13006,285.0,0,0,964,964,993,1243,0,2236,0,0,2,1,4,1,8,1,2,642,0,0,0,0,0,0,0,11,222000,IR1,Gtl,2Story,7,5,TA,TA,Gd,TA,No,Gd,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,Fin,NA,BrkFace,SBrkr,60
931,2007,2007,2009,2,73.0,8925,0.0,16,0,1450,1466,1466,0,0,1466,0,0,2,0,3,1,7,0,3,610,100,18,0,0,0,0,0,7,201000,IR1,Gtl,1Story,8,5,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,20
932,1965,1965,2009,44,70.0,9100,0.0,338,466,121,925,925,0,0,925,0,1,1,0,2,1,5,0,1,429,0,0,0,0,0,0,0,7,117500,Reg,Gtl,1Story,5,6,TA,TA,TA,TA,No,Ex,TA,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Rec,Detchd,Unf,NA,None,SBrkr,20
933,2006,2006,2007,1,84.0,11670,302.0,0,0,1905,1905,1905,0,0,1905,0,0,2,0,3,1,8,1,3,788,0,191,0,0,0,0,0,3,320000,IR1,Gtl,1Story,9,5,Ex,TA,Ex,Gd,No,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Somerst,RRNn,Norm,1Fam,Hip,CompShg,VinylSd,ImStucc,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Fin,NA,Stone,SBrkr,20
934,2004,2004,2009,5,63.0,8487,210.0,20,0,1480,1500,1500,0,0,1500,0,0,2,0,3,1,6,0,2,570,192,36,0,0,0,0,0,8,190000,Reg,Gtl,1Story,7,5,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,FR2,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
935,1960,2007,2008,48,313.0,27650,0.0,425,0,160,585,2069,0,0,2069,1,0,2,0,4,1,9,1,2,505,0,0,0,0,0,0,0,11,242000,IR2,Mod,1Story,7,7,TA,TA,Gd,TA,Gd,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,HLS,AllPub,Inside,NAmes,PosA,Norm,1Fam,Flat,Tar&Grv,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,20
936,1926,1953,2006,53,52.0,5825,108.0,0,0,600,600,747,0,0,747,0,0,1,0,1,1,5,0,2,528,0,0,32,0,0,0,0,6,79900,IR1,Gtl,1Story,4,5,TA,Gd,Fa,TA,Mn,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,BrkFace,SBrkr,30
937,2003,2003,2009,6,67.0,10083,75.6,833,0,343,1176,1200,0,0,1200,1,0,2,0,2,1,5,0,2,555,0,41,0,0,0,0,0,8,184900,Reg,Gtl,1Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,20
938,2005,2005,2009,4,75.0,9675,0.0,341,0,772,1113,1113,858,0,1971,0,0,2,1,3,1,8,1,2,689,0,48,0,0,0,0,0,2,253000,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,Mn,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,60
939,2006,2006,2006,0,73.0,8760,0.0,464,0,927,1391,1391,571,0,1962,0,0,2,1,3,1,7,0,3,868,0,90,0,0,0,0,0,8,239799,Reg,Gtl,2Story,7,5,Gd,TA,Gd,Gd,Mn,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,60
940,1940,1950,2010,70,119.4,24090,0.0,0,0,1032,1032,1207,1196,0,2403,0,0,2,0,4,1,10,2,1,349,56,0,318,0,0,0,0,6,244400,Reg,Gtl,2Story,7,7,TA,Gd,TA,TA,Mn,Ex,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,COD,Normal,NA,Unf,Unf,Attchd,Unf,NA,None,SBrkr,70
941,1976,1976,2006,30,55.0,12640,0.0,936,396,396,1728,1728,0,0,1728,0,0,2,0,4,2,8,0,2,574,40,0,0,0,0,0,0,7,150900,IR1,Gtl,1Story,6,5,TA,TA,TA,TA,Gd,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,LwQ,Attchd,Unf,NA,None,SBrkr,90
942,1999,1999,2009,10,75.2,8755,298.0,772,0,220,992,1022,1038,0,2060,1,0,2,1,3,1,8,1,2,390,0,0,0,168,0,0,0,6,214000,IR1,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,FR2,Gilbert,RRNn,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,BuiltIn,RFn,NA,BrkFace,SBrkr,60
943,1977,1977,2007,0,42.0,7711,0.0,1440,0,0,1440,1440,0,0,1440,2,0,2,0,4,2,8,0,0,0,321,0,0,0,0,0,0,8,150000,IR1,Gtl,1Story,4,3,TA,TA,Gd,TA,Gd,TA,TA,NA,NA,NA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,Duplex,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,Y,Typ,N,Oth,Abnorml,NA,GLQ,Unf,NA,NA,NA,None,SBrkr,90
944,1967,1967,2007,40,100.0,25000,0.0,0,0,1632,1632,1632,0,0,1632,0,0,2,0,4,2,8,0,2,576,0,0,0,0,0,0,0,6,143000,Reg,Gtl,1Story,5,4,TA,TA,TA,TA,Av,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Low,AllPub,Inside,Mitchel,Norm,Norm,Duplex,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,Y,Typ,P,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,None,SBrkr,90
945,1958,1958,2009,51,83.0,14375,541.0,111,354,354,819,1344,0,0,1344,0,1,1,0,3,1,7,1,2,525,0,118,0,0,233,0,0,1,137500,IR1,Gtl,SLvl,6,6,TA,TA,TA,TA,No,Gd,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,NoSeWa,CulDSac,Timber,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,COD,Abnorml,NA,GLQ,Rec,Basment,RFn,NA,BrkFace,FuseA,20
946,1890,1996,2009,46,98.0,8820,0.0,1088,0,0,1088,1188,561,120,1869,0,0,1,0,2,1,7,0,2,456,48,0,244,0,0,0,0,9,124900,Reg,Gtl,1.5Fin,5,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,MnWw,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkTil,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,Unf,Detchd,Unf,NA,None,SBrkr,50
947,1959,1959,2006,47,70.0,8163,128.0,748,294,102,1144,1144,0,0,1144,1,0,1,0,3,1,6,1,1,796,86,0,0,0,0,0,0,3,143000,Reg,Gtl,SLvl,5,6,TA,Gd,TA,TA,Av,TA,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,BLQ,Attchd,RFn,NA,BrkFace,SBrkr,80
948,2002,2003,2007,5,85.0,14536,236.0,1300,0,316,1616,1629,0,0,1629,1,0,2,0,3,1,9,1,3,808,0,252,0,0,0,0,0,11,270000,Reg,Gtl,1Story,8,5,Gd,TA,Gd,TA,Av,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,20
949,2002,2002,2006,4,65.0,14006,144.0,0,0,936,936,936,840,0,1776,0,0,2,1,3,1,7,1,2,474,144,96,0,0,0,0,0,2,192500,IR1,Gtl,2Story,7,5,Gd,TA,Gd,TA,NA,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
950,1972,2006,2010,38,78.0,9360,0.0,982,0,179,1161,1381,0,0,1381,1,0,1,1,3,1,5,1,2,676,0,0,0,0,0,0,0,3,197500,Reg,Gtl,1Story,6,7,TA,TA,TA,TA,No,TA,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,Hip,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,RFn,NA,None,SBrkr,20
951,1950,2002,2007,27,60.0,7200,0.0,398,149,317,864,864,0,0,864,1,0,1,0,3,1,5,0,2,720,194,0,0,0,0,0,0,7,129000,Reg,Gtl,1Story,5,8,TA,TA,TA,TA,No,Gd,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,BLQ,Detchd,RFn,NA,None,SBrkr,20
952,1965,1965,2006,27,60.0,7800,0.0,641,0,187,828,965,0,0,965,1,0,1,0,3,1,6,0,1,300,421,0,0,0,0,0,0,7,119900,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,No,Gd,TA,NA,TA,TA,NA,MnPrv,RH,Pave,Lvl,AllPub,Corner,SawyerW,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Abnorml,NA,BLQ,Unf,Detchd,Unf,NA,None,SBrkr,20
953,1972,2003,2009,35,60.0,7200,0.0,660,0,108,768,768,0,0,768,0,1,1,0,2,1,5,0,1,396,192,0,0,0,0,0,0,4,133900,Reg,Gtl,SFoyer,5,8,TA,Gd,Gd,TA,Av,Gd,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,WdShing,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Detchd,Fin,NA,None,SBrkr,85
954,1969,1969,2008,39,67.8,11075,232.0,562,193,29,784,1168,800,0,1968,0,1,2,1,4,1,7,1,2,530,305,189,0,0,0,0,400,9,172000,IR1,Mod,2Story,5,4,TA,TA,TA,TA,Av,Ex,TA,Po,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Min2,Y,WD,Normal,NA,ALQ,LwQ,Attchd,RFn,Shed,BrkFace,SBrkr,60
955,1975,1975,2006,0,35.0,9400,250.0,945,0,0,945,980,0,0,980,0,2,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,10,127500,IR1,Gtl,SFoyer,6,5,TA,TA,Gd,Gd,Gd,TA,TA,NA,NA,NA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,Edwards,Norm,Norm,Duplex,Flat,Tar&Grv,WdShing,Plywood,CBlock,GasA,Y,Typ,Y,WD,AdjLand,NA,GLQ,Unf,NA,NA,NA,BrkFace,SBrkr,90
956,1946,1950,2007,61,82.0,7136,423.0,484,0,495,979,979,979,0,1958,0,0,2,0,4,2,8,0,2,492,0,0,0,0,0,0,0,8,145000,IR1,Gtl,2Story,6,6,TA,TA,Gd,TA,No,TA,TA,NA,TA,TA,NA,NA,RH,Pave,HLS,AllPub,Inside,Crawfor,Norm,Norm,Duplex,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,N,Typ,Y,WD,Normal,NA,Rec,Unf,Attchd,Unf,NA,BrkFace,FuseF,90
957,1980,1980,2009,29,24.0,1300,0.0,285,0,276,561,561,668,0,1229,0,0,1,1,2,1,5,1,2,462,150,0,0,0,0,0,0,5,124000,Reg,Gtl,2Story,6,6,TA,TA,Gd,TA,No,TA,TA,TA,TA,TA,NA,GdPrv,RM,Pave,Lvl,AllPub,Inside,Blueste,Norm,Norm,TwnhsE,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Fin,NA,None,SBrkr,160
958,1962,1962,2007,30,70.0,7420,0.0,417,0,640,1057,1057,0,0,1057,0,0,1,0,3,1,6,0,2,576,0,0,0,0,0,0,0,4,132000,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Detchd,Fin,NA,None,SBrkr,20
959,2003,2003,2007,4,65.0,8450,0.0,699,0,638,1337,1337,0,0,1337,1,0,2,0,3,1,6,0,2,531,0,39,0,0,0,0,0,10,185000,Reg,Gtl,1Story,7,5,Gd,TA,Gd,TA,Mn,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,20
960,1999,1999,2010,11,24.0,2572,0.0,604,0,92,696,696,720,0,1416,1,0,2,1,3,1,6,0,2,484,0,44,0,0,0,0,0,5,155000,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,FR2,Somerst,Norm,Norm,Twnhs,Hip,CompShg,MetalSd,MetalSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,160
961,1958,2008,2010,0,50.0,7207,0.0,696,0,162,858,858,0,0,858,1,0,1,0,2,1,4,0,0,0,117,0,0,0,0,0,0,2,116500,IR1,Gtl,1Story,5,7,TA,Gd,TA,TA,Gd,Gd,TA,NA,NA,NA,NA,NA,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,NA,NA,NA,None,SBrkr,20
962,1977,1995,2008,31,83.4,12227,424.0,896,0,434,1330,1542,1330,0,2872,1,0,2,1,4,1,11,1,2,619,550,282,0,0,0,0,0,7,272000,IR1,Gtl,2Story,6,7,TA,Gd,Gd,Gd,No,TA,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NWAmes,PosN,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,60
963,1976,1976,2007,31,24.0,2308,0.0,556,0,248,804,804,744,0,1548,1,0,2,1,3,1,7,1,2,440,48,0,0,0,0,0,0,7,155000,Reg,Gtl,2Story,6,6,TA,TA,Gd,TA,No,TA,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NPkVill,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Brk Cmn,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,160
964,2007,2007,2009,2,122.0,11923,0.0,0,0,1800,1800,1800,0,0,1800,0,0,2,0,2,1,7,0,2,702,288,136,0,0,0,0,0,5,239000,IR1,Gtl,1Story,9,5,Gd,TA,Ex,TA,No,Ex,Ex,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Fin,NA,None,SBrkr,20
965,2002,2003,2010,8,80.0,11316,44.0,624,0,193,817,824,1070,0,1894,1,0,2,1,4,1,8,1,2,510,0,40,0,0,0,0,0,2,214900,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,BuiltIn,Fin,NA,BrkFace,SBrkr,60
